chr	start	end	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band.	CpGi	DM.island.	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir	norm.700.reads.min	norm.700.reads.25q	norm.700.reads.med	norm.700.reads.75q	norm.700.reads.max	tumor.700.reads.min	tumor.700.reads.25q	tumor.700.reads.med	tumor.700.reads.75q	tumor.700.reads.max
chr2	176948801	176948900	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	q31.1	TRUE	NA	NA	EVX2	176948690	-	-110	EVX2	176948690	-	0	5	8	19	37	6	19.25	40	67	250
chr2	176949701	176949800	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q31.1	TRUE	NA	NA	EVX2	176948690	-	-1010	EVX2	176948690	-	0	2	5	9	19	0	16	26.5	49.75	261
chr2	176949801	176949900	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q31.1	TRUE	NA	NA	EVX2	176948690	-	-1110	EVX2	176948690	-	0	4	9	10	19	0	20.5	31.5	66.5	285
chr2	176949901	176950000	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q31.1	TRUE	NA	NA	EVX2	176948690	-	-1210	EVX2	176948690	-	0	6	11	18	36	0	28.25	50	73.75	415
chr2	176963901	176964000	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	q31.1	TRUE	NA	NA	HOXD12	176964530	+	-529	HOXD11, HOXD12, HOXD13	176969250, 176964530, 176957532	+, +, +	0	4	7	15	41	5	19.25	32	55.5	170
chr2	176964001	176964100	5.29606475441253e-12	0.92	0.12	74.388179539969	14.6567858280843	579.773902959832	q31.1	TRUE	NA	NA	HOXD12	176964530	+	-429	HOXD11, HOXD12, HOXD13	176969250, 176964530, 176957532	+, +, +	0	4	7	14	41	5	23.5	42	66.75	202
chr2	176964101	176964200	8.64232869526029e-13	0.94	0.12	98.6264964921892	17.8844286158743	880.422545747013	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	-329	HOXD11, HOXD12, HOXD13	176969250, 176964530, 176957532	+, +, +	0	6	9	15	59	5	29	50	76.25	259
chr2	176964201	176964300	8.64232869526029e-13	0.94	0.12	98.6264964921892	17.8844286158743	880.422545747013	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	-229	HOXD11, HOXD12, HOXD13	176969250, 176964530, 176957532	+, +, +	0	6	10	17	59	5	32.25	51	84.75	283
chr2	176964301	176964400	8.64232869526029e-13	0.94	0.12	98.6264964921892	17.8844286158743	880.422545747013	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	-129	HOXD11, HOXD12, HOXD13	176969250, 176964530, 176957532	+, +, +	0	5	11	17	56	5	32.5	51	93.75	290
chr2	176964401	176964500	8.64232869526029e-13	0.94	0.12	98.6264964921892	17.8844286158743	880.422545747013	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	-29	HOXD11, HOXD12, HOXD13	176969250, 176964530, 176957532	+, +, +	0	5	12	15	71	5	30.75	50	90	307
chr2	176964501	176964600	3.79115835744395e-13	0.92	0.08	113.402954996168	19.1274991067961	1342.23063421038	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	0	HOXD11, HOXD12, HOXD13	176969250, 176964530, 176957532	+, +, +	0	4	8	17	35	0	29	41	79.75	276
chr2	176964601	176964700	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	70	HOXD11, HOXD12	176969250, 176964530	+, +	0	4	8	13	35	0	28.5	43.5	79.25	270
chr2	176964801	176964900	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	270	HOXD11, HOXD12	176969250, 176964530	+, +	0	2	7	12	32	5	19.5	35	59.75	216
chr2	176964901	176965000	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	370	HOXD11, HOXD12	176969250, 176964530	+, +	0	3	6	12	32	5	20.5	37.5	69.75	270
chr2	176965001	176965100	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	470	HOXD11, HOXD12	176969250, 176964530	+, +	0	4	6	13	32	5	23	37.5	72.75	296
chr2	176965101	176965200	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	570	HOXD11, HOXD12	176969250, 176964530	+, +	0	4	7	13	34	5	24.25	42.5	79.75	256
chr2	176965201	176965300	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	670	HOXD11, HOXD12	176969250, 176964530	+, +	0	4	6	12	24	5	22	38	72.25	236
chr2	176965301	176965400	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	770	HOXD11, HOXD12	176969250, 176964530	+, +	0	4	6	11	23	5	19	33.5	58	192
chr2	176965401	176965500	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	q31.1	TRUE	CpG: 118.chr2.176964062	TRUE	HOXD12	176964530	+	870	HOXD11, HOXD12	176969250, 176964530	+, +	0	4	6	11	22	5	16.25	32.5	57.75	174
chr2	176965501	176965600	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q31.1	TRUE	NA	NA	HOXD12	176964530	+	970	HOXD11, HOXD12	176969250, 176964530	+, +	0	3	5	11	21	1	14.25	28	44.5	132
chr2	176973801	176973900	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4550	HOXD11	176969250	+	0	2	4	9	26	0	18.25	31	47.25	227
chr2	176973901	176974000	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4650	HOXD11	176969250	+	0	2	4	9	31	4	17	28.5	46.5	196
chr2	176974001	176974100	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4750	HOXD11	176969250	+	0	2	4	9	31	4	16.25	29.5	48.25	196
chr2	176974101	176974200	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4850	HOXD11	176969250	+	0	2	4	9	31	4	16.25	27	45.25	182
chr2	176974201	176974300	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4950	HOXD11	176969250	+	0	1	4	8	31	4	14.25	26.5	45	172
chr2	176980901	176981000	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q31.1	TRUE	CpG: 58.chr2.176980765	TRUE	HOXD10	176981492	+	-491	HOXD9, HOXD10	176987413, 176981492	+, +	0	1	5	7	15	0	12.25	25	35.75	128
chr2	176981001	176981100	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	q31.1	TRUE	CpG: 58.chr2.176980765	TRUE	HOXD10	176981492	+	-391	HOXD9, HOXD10	176987413, 176981492	+, +	0	2	6	9	20	0	15.25	31	49.5	188
chr2	176981101	176981200	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q31.1	TRUE	CpG: 58.chr2.176980765	TRUE	HOXD10	176981492	+	-291	HOXD9, HOXD10	176987413, 176981492	+, +	0	2	6	10	21	0	16.75	30.5	48.5	184
chr2	176981201	176981300	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q31.1	TRUE	CpG: 58.chr2.176980765	TRUE	HOXD10	176981492	+	-191	HOXD9, HOXD10	176987413, 176981492	+, +	0	2	6	10	21	0	15.5	27.5	48.25	180
chr2	176993401	176993500	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	-921	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	2	6	30	0	16	25.5	39.75	208
chr2	176993601	176993700	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-721	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	3	7	32	0	13.25	24	37.5	132
chr2	176993701	176993800	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-621	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	3	9	33	0	14.25	26	41.75	144
chr2	176993801	176993900	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-521	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	3	9	33	0	14	27	40.75	144
chr2	177003601	177003700	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-1774	HOXD-AS2	177001826	-	0	1	4	8	22	0	16	27	57.5	152
chr2	177003701	177003800	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-1874	HOXD-AS2	177001826	-	0	3	7	10	25	3	21.25	36	68.5	183
chr2	177003801	177003900	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-1974	HOXD-AS2	177001826	-	0	3	7	10	26	3	24.25	37	73.5	198
chr2	177003901	177004000	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2074	HOXD-AS2	177001826	-	0	3	7	9	18	3	24.25	37	73.5	190
chr2	177004001	177004100	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2174	HOXD-AS2	177001826	-	0	3	6	9	17	3	21	38	74.75	184
chr2	177004101	177004200	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2274	HOXD-AS2	177001826	-	0	2	6	8	19	3	19.5	38.5	69.5	186
chr2	177004201	177004300	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2374	HOXD-AS2	177001826	-	0	2	6	10	19	8	22.25	36.5	60.25	190
chr2	177004301	177004400	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2474	HOXD-AS2	177001826	-	0	2	6	9	25	8	22.25	32	48	156
chr2	177011901	177012000	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-3030	HOXD4, MIR10B	177016113, 177015031	+, +	0	0	3	6	23	0	11.25	22	37	94
chr2	177012001	177012100	1.1820150429933e-10	0.88	0.12	48.871483710807	10.6179430083334	332.247127412258	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2930	HOXD4, MIR10B	177016113, 177015031	+, +	0	1	5	9	26	0	17.25	31	44.75	116
chr2	177012101	177012200	5.29606475441253e-12	0.92	0.12	74.388179539969	14.6567858280843	579.773902959832	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2830	HOXD4, MIR10B	177016113, 177015031	+, +	0	1	7	10	34	0	22.25	37	62.25	174
chr2	177012201	177012300	8.64232869526029e-13	0.94	0.12	98.6264964921892	17.8844286158743	880.422545747013	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2730	HOXD4, MIR10B	177016113, 177015031	+, +	0	1	7	11	34	0	25.75	40	64.5	190
chr2	177012301	177012400	5.29606475441253e-12	0.92	0.12	74.388179539969	14.6567858280843	579.773902959832	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2630	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	8	10	36	0	28	43.5	68	208
chr2	177012401	177012500	5.29606475441253e-12	0.92	0.12	74.388179539969	14.6567858280843	579.773902959832	q31.1	TRUE	CpG: 25.chr2.177012371	TRUE	MIR10B	177015031	+	-2530	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	8	12	36	0	29.25	42.5	72.5	203
chr2	177012501	177012600	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	q31.1	TRUE	CpG: 25.chr2.177012371	TRUE	MIR10B	177015031	+	-2430	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	6	9	31	0	25.25	37	60.5	186
chr2	177025501	177025600	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q31.1	TRUE	CpG: 84.chr2.177024501	TRUE	HOXD3	177028805	+	-3204	HOXD3	177028805	+	0	4	9	12	31	0	18.25	34.5	49	167
chr2	177025601	177025700	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q31.1	TRUE	NA	NA	HOXD3	177028805	+	-3104	HOXD3	177028805	+	0	6	10	15	34	0	29.25	45	56.5	222
chr2	177025701	177025800	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	q31.1	TRUE	NA	NA	HOXD3	177028805	+	-3004	HOXD3	177028805	+	0	6	11	15	35	0	29.25	46	62	260
chr2	177025801	177025900	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	q31.1	TRUE	NA	NA	HOXD3	177028805	+	-2904	HOXD3	177028805	+	0	6	11	14	36	0	29	46	61.75	256
chr2	177025901	177026000	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	q31.1	TRUE	NA	NA	HOXD3	177028805	+	-2804	HOXD3	177028805	+	0	3	10	13	35	0	26.25	37	56.75	262
chr2	177026001	177026100	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q31.1	TRUE	NA	NA	HOXD3	177028805	+	-2704	HOXD3	177028805	+	0	4	6	10	32	0	20	25	39.5	196
chr2	177029101	177029200	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q31.1	TRUE	NA	NA	HOXD3	177028805	+	295	HOXD3	177028805	+	0	2	6	8	47	1	11.25	27.5	44.75	157
chr2	177029201	177029300	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	q31.1	TRUE	NA	NA	HOXD3	177028805	+	395	HOXD3	177028805	+	0	2	6	10	47	0	18	37	51.75	172
chr2	177029301	177029400	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	q31.1	TRUE	NA	NA	HOXD3	177028805	+	495	HOXD3	177028805	+	0	3	8	13	55	0	24.25	41.5	61	198
chr2	177029401	177029500	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	q31.1	TRUE	NA	NA	HOXD3	177028805	+	595	HOXD3	177028805	+	0	4	9	13	55	0	27.25	49	67	213
chr2	177029501	177029600	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	q31.1	TRUE	CpG: 45.chr2.177029413	TRUE	HOXD3	177028805	+	695	HOXD3	177028805	+	0	4	8	17	55	0	31	49	73.5	241
chr2	177029601	177029700	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	q31.1	TRUE	CpG: 45.chr2.177029413	TRUE	HOXD3	177028805	+	795	HOXD3	177028805	+	0	4	8	13	55	0	30.25	45	72.5	232
chr2	177029701	177029800	5.84452540921227e-14	0.94	0.08	149.854321798772	23.3733446697754	1925.36743253209	q31.1	TRUE	CpG: 45.chr2.177029413	TRUE	HOXD3	177028805	+	895	HOXD3	177028805	+	0	4	7	13	31	0	33.25	49.5	73.25	252
chr2	177029801	177029900	5.84452540921227e-14	0.94	0.08	149.854321798772	23.3733446697754	1925.36743253209	q31.1	TRUE	CpG: 45.chr2.177029413	TRUE	HOXD3	177028805	+	995	HOXD3	177028805	+	0	4	6	14	50	0	30.5	50	89.25	275
chr2	177029901	177030000	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	q31.1	TRUE	NA	NA	HOXD3	177028805	+	1095	HOXD3	177028805	+	0	4	6	17	37	0	28	41.5	76.75	262
chr2	177030001	177030100	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	q31.1	TRUE	NA	NA	HOXD3	177028805	+	1195	HOXD3	177028805	+	0	3	6	11	25	0	20	34	70.25	249
chr2	177030101	177030200	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q31.1	TRUE	NA	NA	HOXD3	177028805	+	1295	HOXD3	177028805	+	0	2	4	9	25	0	18	30	57.25	225
chr2	177030201	177030300	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q31.1	TRUE	NA	NA	HOXD3	177028805	+	1395	HOXD3	177028805	+	0	2	4	6	23	0	16	24	46	195
chr2	177036701	177036800	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	q31.1	TRUE	CpG: 95.chr2.177036254	TRUE	HOXD3	177028805	+	7895	NA	NA	NA	0	3	6	12	42	0	18.5	35.5	62	324
chr2	177036801	177036900	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	q31.1	TRUE	CpG: 95.chr2.177036254	TRUE	HOXD3	177028805	+	7995	NA	NA	NA	0	2	4	11	42	0	18.5	35	56.75	340
chr2	177036901	177037000	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	q31.1	TRUE	CpG: 95.chr2.177036254	TRUE	HOXD3	177028805	+	8095	NA	NA	NA	0	3	6	11	40	0	18.75	31	52.75	324
chr2	177037001	177037100	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	q31.1	TRUE	CpG: 95.chr2.177036254	TRUE	HOXD3	177028805	+	8195	NA	NA	NA	0	2	5	8	20	0	20.25	31.5	50.5	262
chr2	177037101	177037200	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q31.1	TRUE	CpG: 95.chr2.177036254	TRUE	HOXD3	177028805	+	8295	NA	NA	NA	0	3	6	8	16	0	21.25	28.5	47.75	250
chr2	177037201	177037300	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q31.1	TRUE	NA	NA	HOXD3	177028805	+	8395	NA	NA	NA	0	3	7	8	15	0	17.5	27	39.5	172
chr2	177039901	177040000	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q31.1	TRUE	NA	NA	HOXD3	177028805	+	11095	NA	NA	NA	0	2	3	6	24	0	15.25	22.5	32.75	158
chr2	200326601	200326700	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q33.1	FALSE	CpG: 615.chr2.200320502	TRUE	SATB2-AS1	200332821	+	-6120	SATB2-AS1	200332821	+	0	3	5	8	19	2	14.25	20	31.5	112
chr2	200326701	200326800	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q33.1	FALSE	CpG: 615.chr2.200320502	TRUE	SATB2-AS1	200332821	+	-6020	SATB2-AS1	200332821	+	1	3	6	10	38	9	19.25	28.5	45.5	148
chr2	200326801	200326900	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	q33.1	FALSE	CpG: 615.chr2.200320502	TRUE	SATB2-AS1	200332821	+	-5920	SATB2-AS1	200332821	+	1	4	7	13	44	9	22	37	51	180
chr2	200335501	200335600	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	q33.1	FALSE	CpG: 74.chr2.200335497	TRUE	SATB2	200335989	-	388	SATB2-AS1, SATB2	200332821, 200335989	+, -	0	4	11	16	63	6	18	32	48.5	174
chr2	207506901	207507000	2.70319611470623e-10	0.9	0.16	42.9965611963169	9.85599884808215	250.15724030789	q33.3	FALSE	CpG: 53.chr2.207506774	TRUE	LOC200726	207507142	+	-141	LOC200726	207507142	+	0	6	9	18	45	0	24.25	36	66.5	234
chr2	208635501	208635600	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q33.3	FALSE	NA	NA	FZD5	208634143	-	-1357	FZD5	208634143	-	0	2	3	7	11	0	13	23	38	144
chr2	208635601	208635700	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q33.3	FALSE	NA	NA	FZD5	208634143	-	-1457	FZD5	208634143	-	0	3	7	11	22	6	20	31	54.5	183
chr2	208635701	208635800	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	q33.3	FALSE	NA	NA	FZD5	208634143	-	-1557	FZD5	208634143	-	0	4	9	15	26	6	22	38	62.75	221
chr2	222435401	222435500	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	q36.1	FALSE	NA	NA	EPHA4	222437010	-	1509	EPHA4	222437010	-	0	1	5	7	24	6	32.25	60.5	82.5	287
chr2	222435501	222435600	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q36.1	FALSE	NA	NA	EPHA4	222437010	-	1409	EPHA4	222437010	-	0	1	5	7	26	6	30.25	61.5	87	319
chr2	222435601	222435700	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	q36.1	FALSE	NA	NA	EPHA4	222437010	-	1309	EPHA4	222437010	-	0	1	4	7	27	2	32	57.5	86.75	316
chr2	222435701	222435800	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	q36.1	FALSE	NA	NA	EPHA4	222437010	-	1209	EPHA4	222437010	-	0	1	4	9	27	2	31.25	53.5	82.75	315
chr2	222435801	222435900	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q36.1	FALSE	NA	NA	EPHA4	222437010	-	1109	EPHA4	222437010	-	0	1	4	9	26	2	31.25	47	74.75	310
chr2	222435901	222436000	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q36.1	FALSE	NA	NA	EPHA4	222437010	-	1009	EPHA4	222437010	-	0	1	3	7	22	0	24	36.5	63	272
chr2	223154001	223154100	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q36.1	FALSE	NA	NA	CCDC140	223162866	+	-8765	NA	NA	NA	0	3	8	10	26	0	11	17	29.25	82
chr2	223154101	223154200	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q36.1	FALSE	NA	NA	CCDC140	223162866	+	-8665	NA	NA	NA	0	3	8	11	26	0	11.25	18.5	30.75	96
chr2	223154201	223154300	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q36.1	FALSE	NA	NA	CCDC140	223162866	+	-8565	NA	NA	NA	0	4	8	11	31	0	12	18	30.75	98
chr2	223161501	223161600	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q36.1	FALSE	NA	NA	CCDC140	223162866	+	-1265	CCDC140, PAX3	223162866, 223163715	+, -	0	1	3	5	15	0	14	20.5	37.5	164
chr2	223161601	223161700	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q36.1	FALSE	CpG: 33.chr2.223161531	TRUE	CCDC140	223162866	+	-1165	CCDC140, PAX3	223162866, 223163715	+, -	0	2	3	5	15	0	17	24	41.75	182
chr2	223161701	223161800	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q36.1	FALSE	CpG: 33.chr2.223161531	TRUE	CCDC140	223162866	+	-1065	CCDC140, PAX3	223162866, 223163715	+, -	0	2	4	6	22	0	18.25	28	45.75	210
chr2	223161801	223161900	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q36.1	FALSE	CpG: 33.chr2.223161531	TRUE	CCDC140	223162866	+	-965	CCDC140, PAX3	223162866, 223163715	+, -	0	2	4	6	22	0	20	29.5	49.5	214
chr2	223161901	223162000	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q36.1	FALSE	NA	NA	CCDC140	223162866	+	-865	CCDC140, PAX3	223162866, 223163715	+, -	0	2	4	5	22	0	19	28.5	45.5	208
chr2	223162001	223162100	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q36.1	FALSE	NA	NA	CCDC140	223162866	+	-765	CCDC140, PAX3	223162866, 223163715	+, -	0	1	3	5	22	0	17.25	25	42.75	190
chr2	223162101	223162200	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q36.1	FALSE	NA	NA	CCDC140	223162866	+	-665	CCDC140, PAX3	223162866, 223163715	+, -	0	1	2	4	21	0	15	21.5	40.75	166
chr2	223162801	223162900	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	q36.1	FALSE	NA	NA	CCDC140	223162866	+	0	CCDC140, PAX3	223162866, 223163715	+, -	0	2	4	9	36	2	13.25	25.5	42.75	168
chr2	223162901	223163000	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	q36.1	FALSE	NA	NA	CCDC140	223162866	+	34	CCDC140, PAX3	223162866, 223163715	+, -	0	3	5	11	43	1	14	27	41.75	213
chr3	5137401	5137500	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p26.1	FALSE	NA	NA	ARL8B	5163930	+	-26429	NA	NA	NA	0	2	5	9	32	1	13.25	26.5	46	212
chr3	5137501	5137600	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	p26.1	FALSE	NA	NA	ARL8B	5163930	+	-26329	NA	NA	NA	0	1	5	9	29	1	13.25	29	47.75	217
chr3	5137601	5137700	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	p26.1	FALSE	CpG: 37.chr3.5137548	TRUE	ARL8B	5163930	+	-26229	NA	NA	NA	0	1	3	9	26	1	14	29	48.5	225
chr3	5137701	5137800	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	p26.1	FALSE	CpG: 37.chr3.5137548	TRUE	ARL8B	5163930	+	-26129	NA	NA	NA	0	2	4	9	23	1	14.25	29.5	48.25	234
chr3	5137801	5137900	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	p26.1	FALSE	CpG: 37.chr3.5137548	TRUE	ARL8B	5163930	+	-26029	NA	NA	NA	0	1	3	10	23	1	15	29	46	227
chr3	27765001	27765100	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p24.1	FALSE	NA	NA	EOMES	27764206	-	-794	EOMES	27764206	-	0	2	5	13	30	0	24	38	96.25	414
chr3	27765101	27765200	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	p24.1	FALSE	NA	NA	EOMES	27764206	-	-894	EOMES	27764206	-	0	2	7	16	23	0	26.75	48.5	107.5	453
